Factura;Fecha;ID_Canal;Cliente;Tipo_Cliente;ID_Vehiculo;Costo_Vehiculo;Precio_Venta;ID_SEDE;ID_Vendedor
8427;04/04/2023 0:00;4;186;Persona;66;18400;20000;2;8
8428;04/04/2023 0:00;4;396;Persona;174;17400;22000;2;8
8429;04/04/2023 0:00;4;595;Persona;109;17700;20500;2;8
8430;04/04/2023 0:00;1;311;Persona;76;17700;21000;3;6
8431;04/04/2023 0:00;1;437;Persona;153;17200;20100;3;6
8432;04/04/2023 0:00;1;424;Persona;96;17200;22200;3;6
8433;04/04/2023 0:00;1;978;Persona;55;17800;21500;3;6
8434;04/04/2023 0:00;3;740;Persona;55;17800;19100;4;2
8435;04/04/2023 0:00;3;921;Persona;41;17600;18500;4;2
8436;04/04/2023 0:00;3;467;Persona;89;17200;20500;4;2
8437;04/04/2023 0:00;3;594;Persona;45;17500;20100;4;2
8438;04/04/2023 0:00;3;856;Persona;178;17400;19300;4;1
8439;05/04/2023 0:00;3;820;Persona;133;17500;20800;4;1
8440;05/04/2023 0:00;3;961;Persona;80;17400;18800;4;1
8441;05/04/2023 0:00;3;21;Persona;67;17700;18700;4;1
8442;05/04/2023 0:00;3;936;Persona;132;17200;19500;4;3
8443;05/04/2023 0:00;3;1002;Persona;11;17300;21300;4;3
8444;05/04/2023 0:00;3;677;Persona;34;17500;18700;4;3
8445;05/04/2023 0:00;3;993;Persona;74;18100;22900;4;3
8446;05/04/2023 0:00;2;245;Persona;95;17700;22900;4;10
8447;05/04/2023 0:00;2;654;Persona;51;17500;22500;4;10
8448;05/04/2023 0:00;2;316;Persona;110;17200;21300;4;10
8449;05/04/2023 0:00;2;525;Persona;64;17200;22100;4;10
8450;05/04/2023 0:00;2;574;Persona;41;17600;19300;4;5
8451;05/04/2023 0:00;2;622;Persona;41;17600;22800;4;5
8452;05/04/2023 0:00;2;527;Persona;45;17500;22400;4;5
8453;05/04/2023 0:00;2;825;Persona;96;17200;20800;4;5
8454;05/04/2023 0:00;4;947;Persona;173;17500;21900;4;2
8455;05/04/2023 0:00;4;479;Persona;25;17500;19900;4;2
8456;05/04/2023 0:00;4;800;Persona;5;17200;21200;4;2
8457;05/04/2023 0:00;4;172;Persona;72;17800;20700;4;2
8458;05/04/2023 0:00;2;941;Persona;9;17100;20000;4;1
8459;06/04/2023 0:00;2;564;Persona;73;17100;19500;4;1
8460;06/04/2023 0:00;2;468;Persona;1;16800;19400;4;1
8461;06/04/2023 0:00;2;48;Persona;61;17600;22700;4;1
8462;06/04/2023 0:00;1;458;Persona;122;17000;18500;2;8
8463;06/04/2023 0:00;1;657;Persona;87;18000;22800;2;8
8464;06/04/2023 0:00;1;88;Persona;138;17400;19800;2;8
8465;06/04/2023 0:00;1;554;Persona;166;18200;23500;2;8
8466;06/04/2023 0:00;2;926;Empresa;19;17000;20600;4;2
8467;06/04/2023 0:00;2;218;Empresa;133;17500;22300;4;2
8468;06/04/2023 0:00;2;693;Empresa;4;17700;21000;4;2
8469;07/04/2023 0:00;2;353;Empresa;118;18000;21200;4;2
8470;07/04/2023 0:00;1;326;Persona;78;17200;18100;1;4
8471;07/04/2023 0:00;1;1043;Persona;85;17600;21300;1;4
8472;07/04/2023 0:00;1;176;Persona;76;17700;20000;1;4
8473;07/04/2023 0:00;1;932;Persona;117;16800;21300;1;4
8474;07/04/2023 0:00;4;1179;Empresa;58;17600;19900;1;4
8475;07/04/2023 0:00;4;724;Empresa;24;17200;21500;1;4
8476;07/04/2023 0:00;4;245;Empresa;1;16800;21300;1;4
8477;07/04/2023 0:00;4;1006;Empresa;3;17000;20300;1;4
8478;07/04/2023 0:00;3;365;Persona;158;17400;19600;4;10
8479;07/04/2023 0:00;3;1106;Persona;22;18000;19200;4;10
8480;07/04/2023 0:00;3;760;Persona;21;18000;23200;4;10
8481;08/04/2023 0:00;3;317;Persona;178;17400;21700;4;10
8482;08/04/2023 0:00;3;255;Empresa;99;17500;21000;3;6
8483;08/04/2023 0:00;3;155;Empresa;46;16700;21300;3;6
8484;08/04/2023 0:00;3;58;Empresa;2;16800;17900;3;6
8485;08/04/2023 0:00;3;196;Empresa;19;17000;18100;3;6
8486;08/04/2023 0:00;2;56;Persona;24;17200;21200;4;2
8487;08/04/2023 0:00;2;292;Persona;65;17100;20900;4;2
8488;08/04/2023 0:00;2;714;Persona;126;18100;23200;4;2
8489;08/04/2023 0:00;2;547;Persona;36;17600;20900;4;2
8490;08/04/2023 0:00;2;386;Persona;144;17200;19900;4;1
8491;08/04/2023 0:00;2;34;Persona;43;18400;22100;4;1
8492;08/04/2023 0:00;2;730;Persona;67;17700;19200;4;1
8493;08/04/2023 0:00;2;443;Persona;80;17400;20300;4;1
8494;08/04/2023 0:00;2;79;Persona;118;18000;21400;2;8
8495;08/04/2023 0:00;2;116;Persona;59;18100;20500;2;8
8496;09/04/2023 0:00;2;744;Persona;37;17600;20700;2;8
8497;09/04/2023 0:00;2;31;Persona;111;17500;18300;2;8
8498;09/04/2023 0:00;2;129;Persona;6;17100;20100;4;7
8499;09/04/2023 0:00;2;1078;Persona;106;17600;20400;4;7
8500;09/04/2023 0:00;2;207;Persona;9;17100;22100;4;7
8501;09/04/2023 0:00;2;933;Persona;15;17200;19000;4;7
8502;09/04/2023 0:00;1;1132;Persona;42;17600;22300;2;11
8503;09/04/2023 0:00;1;486;Persona;104;17400;22000;2;11
8504;09/04/2023 0:00;1;439;Persona;6;17100;21400;2;11
8505;09/04/2023 0:00;1;1118;Persona;84;18500;22300;2;11
8506;09/04/2023 0:00;1;698;Persona;33;17100;20200;4;12
8507;09/04/2023 0:00;1;533;Persona;159;17400;22500;4;12
8508;09/04/2023 0:00;1;399;Persona;52;17800;19000;4;12
8509;09/04/2023 0:00;1;830;Persona;48;17100;21200;4;12
8510;09/04/2023 0:00;1;156;Persona;123;18200;23500;2;8
8511;09/04/2023 0:00;1;516;Persona;54;17800;20200;2;8
8512;09/04/2023 0:00;1;230;Persona;36;17600;21400;2;8
8513;09/04/2023 0:00;1;241;Persona;71;17800;21300;2;8
8514;09/04/2023 0:00;3;1137;Persona;60;17300;20000;4;1
8515;09/04/2023 0:00;3;237;Persona;146;17100;18200;4;1
8516;09/04/2023 0:00;3;605;Persona;140;17300;20800;4;1
8517;09/04/2023 0:00;3;653;Persona;5;17200;18200;4;1
8518;10/04/2023 0:00;3;782;Persona;116;17700;20300;3;6
8519;10/04/2023 0:00;3;71;Persona;90;17400;19800;3;6
8520;10/04/2023 0:00;3;663;Persona;65;17100;20800;3;6
8521;10/04/2023 0:00;2;13;Persona;32;17800;23000;3;6
8522;10/04/2023 0:00;2;397;Persona;169;18000;20600;3;6
8523;10/04/2023 0:00;2;199;Persona;164;16800;18900;3;6
8524;10/04/2023 0:00;2;1036;Persona;39;17200;21200;3;6
8525;10/04/2023 0:00;4;556;Empresa;163;17800;20200;4;12
8526;10/04/2023 0:00;4;851;Empresa;19;17000;21100;4;12
8527;10/04/2023 0:00;4;366;Empresa;63;17400;19100;4;12
8528;10/04/2023 0:00;4;287;Empresa;103;18000;19200;4;12
8529;10/04/2023 0:00;4;863;Persona;130;17900;23000;4;5
8530;10/04/2023 0:00;4;104;Persona;37;17600;18700;4;5
8531;10/04/2023 0:00;4;1075;Persona;140;17300;20500;4;5
8532;10/04/2023 0:00;4;15;Persona;91;18300;20400;4;5
8533;11/04/2023 0:00;4;870;Persona;66;18400;21400;2;11
8534;11/04/2023 0:00;4;364;Persona;76;17700;20200;2;11
8535;11/04/2023 0:00;4;85;Persona;17;18100;22300;2;11
8536;11/04/2023 0:00;4;870;Persona;73;17100;21400;2;11
8537;11/04/2023 0:00;2;171;Persona;79;17700;19100;4;1
8538;11/04/2023 0:00;2;326;Persona;24;17200;20400;4;1
8539;11/04/2023 0:00;2;1047;Persona;107;17300;21500;4;1
8540;11/04/2023 0:00;2;563;Persona;104;17400;18400;4;1
8541;11/04/2023 0:00;2;687;Empresa;103;18000;21500;2;8
8542;11/04/2023 0:00;2;681;Empresa;84;18500;23400;2;8
8543;11/04/2023 0:00;2;938;Empresa;169;18000;20600;2;8
8544;11/04/2023 0:00;2;322;Empresa;136;17600;21300;2;8
8545;11/04/2023 0:00;1;968;Persona;162;18500;23400;4;2
8546;11/04/2023 0:00;1;691;Persona;154;17300;18400;4;2
8547;11/04/2023 0:00;1;537;Persona;56;17400;20400;4;2
8548;12/04/2023 0:00;1;1146;Persona;30;17400;19600;4;2
8549;12/04/2023 0:00;4;918;Persona;74;18100;21400;4;5
8550;12/04/2023 0:00;4;885;Persona;76;17700;20700;4;5
8551;12/04/2023 0:00;4;1024;Persona;131;17000;20500;4;5
8552;12/04/2023 0:00;4;222;Persona;77;17300;20300;4;5
8553;12/04/2023 0:00;3;902;Persona;8;18300;21000;4;5
8554;12/04/2023 0:00;3;665;Persona;28;17800;21000;4;5
8555;12/04/2023 0:00;3;950;Persona;175;17800;22800;4;5
8556;12/04/2023 0:00;3;441;Persona;105;18200;20600;4;5
8557;12/04/2023 0:00;3;732;Persona;11;17300;19100;1;4
8558;12/04/2023 0:00;3;424;Persona;120;17600;20800;1;4
8559;12/04/2023 0:00;3;1063;Persona;174;17400;19400;1;4
8560;12/04/2023 0:00;3;269;Persona;37;17600;20200;1;4
8561;12/04/2023 0:00;2;156;Persona;127;17900;18900;2;8
8562;12/04/2023 0:00;2;906;Persona;18;17500;19000;2;8
8563;12/04/2023 0:00;2;105;Persona;159;17400;18800;2;8
8564;13/04/2023 0:00;2;878;Persona;7;17800;20000;2;8
8565;13/04/2023 0:00;1;170;Persona;42;17600;22100;4;10
8566;13/04/2023 0:00;1;368;Persona;44;17900;19800;4;10
8567;13/04/2023 0:00;1;835;Persona;51;17500;20000;4;10
8568;13/04/2023 0:00;1;1106;Persona;116;17700;22500;4;10
8569;13/04/2023 0:00;3;858;Persona;61;17600;20000;2;8
8570;13/04/2023 0:00;3;753;Persona;25;17500;20100;2;8
8571;13/04/2023 0:00;3;913;Persona;29;17700;19100;2;8
8572;13/04/2023 0:00;3;687;Persona;55;17800;22000;2;8
8573;13/04/2023 0:00;4;290;Persona;22;18000;22600;2;11
8574;13/04/2023 0:00;4;798;Persona;108;18300;20500;2;11
8575;13/04/2023 0:00;4;1139;Persona;102;17800;23000;2;11
8576;13/04/2023 0:00;4;329;Persona;44;17900;19900;2;11
8577;13/04/2023 0:00;2;78;Empresa;52;17800;20600;1;9
8578;13/04/2023 0:00;2;517;Empresa;115;18400;19800;1;9
8579;13/04/2023 0:00;2;78;Empresa;74;18100;21400;1;9
8580;13/04/2023 0:00;2;889;Empresa;30;17400;20500;1;9
8581;13/04/2023 0:00;2;1020;Persona;23;17100;21300;4;1
8582;13/04/2023 0:00;2;977;Persona;128;17500;20200;4;1
8583;13/04/2023 0:00;2;809;Persona;52;17800;19300;4;1
8584;13/04/2023 0:00;2;872;Persona;94;17500;22000;4;1
8585;13/04/2023 0:00;1;1013;Persona;65;17100;19600;1;4
8586;13/04/2023 0:00;1;570;Persona;61;17600;20400;1;4
8587;13/04/2023 0:00;1;68;Persona;5;17200;18700;1;4
8588;13/04/2023 0:00;1;995;Persona;129;17800;23000;1;4
8589;13/04/2023 0:00;1;743;Persona;95;17700;21300;2;11
8590;13/04/2023 0:00;1;779;Persona;170;17400;22400;2;11
8591;13/04/2023 0:00;1;98;Persona;47;17300;21600;2;11
8592;13/04/2023 0:00;1;558;Persona;114;17800;21200;2;11
8593;13/04/2023 0:00;4;55;Persona;119;17300;19700;4;2
8594;13/04/2023 0:00;4;455;Persona;120;17600;21900;4;2
8595;14/04/2023 0:00;4;324;Persona;51;17500;20800;4;2
8596;14/04/2023 0:00;4;568;Persona;25;17500;22500;4;2
8597;14/04/2023 0:00;3;896;Persona;100;18100;21200;2;8
8598;14/04/2023 0:00;3;671;Persona;129;17800;18700;2;8
8599;14/04/2023 0:00;3;74;Persona;26;17200;18700;2;8
8600;14/04/2023 0:00;3;798;Persona;70;17300;19700;2;8
8601;14/04/2023 0:00;2;894;Persona;131;17000;19500;4;3
8602;14/04/2023 0:00;2;50;Persona;17;18100;23200;4;3
8603;14/04/2023 0:00;2;766;Persona;117;16800;17700;4;3
8604;14/04/2023 0:00;2;1127;Persona;75;17000;21300;4;3
8605;14/04/2023 0:00;2;1097;Persona;168;17500;21700;2;8
8606;14/04/2023 0:00;2;1120;Persona;32;17800;18900;2;8
8607;14/04/2023 0:00;2;1051;Persona;47;17300;18800;2;8
8608;14/04/2023 0:00;2;1127;Persona;89;17200;18500;2;8
8609;14/04/2023 0:00;2;1037;Persona;147;17300;18800;4;10
8610;14/04/2023 0:00;2;633;Persona;117;16800;19200;4;10
8611;15/04/2023 0:00;2;130;Persona;94;17500;19100;4;10
8612;15/04/2023 0:00;2;967;Persona;17;18100;22200;4;10
8613;15/04/2023 0:00;1;534;Persona;106;17600;19900;4;5
8614;15/04/2023 0:00;1;987;Persona;121;17100;22000;4;5
8615;15/04/2023 0:00;1;681;Persona;137;17800;21100;4;5
8616;15/04/2023 0:00;1;848;Persona;149;17600;21200;2;8
8617;15/04/2023 0:00;1;453;Persona;89;17200;21900;2;8
8618;15/04/2023 0:00;1;763;Persona;43;18400;21900;2;8
8619;15/04/2023 0:00;1;150;Persona;54;17800;21000;2;8
8620;15/04/2023 0:00;1;3;Empresa;112;17500;19500;2;8
8621;15/04/2023 0:00;1;353;Empresa;113;18000;20600;2;8
8622;15/04/2023 0:00;1;468;Empresa;98;18000;20100;2;8
8623;15/04/2023 0:00;1;1042;Empresa;113;18000;18900;2;8
8624;15/04/2023 0:00;4;824;Persona;166;18200;23500;4;7
8625;15/04/2023 0:00;4;957;Persona;102;17800;19800;4;7
8626;15/04/2023 0:00;4;139;Persona;160;16800;18500;4;7
8627;15/04/2023 0:00;4;821;Persona;67;17700;18900;4;7
8628;15/04/2023 0:00;3;264;Persona;141;18800;23300;4;10
8629;15/04/2023 0:00;3;700;Persona;172;17700;20200;4;10
8630;16/04/2023 0:00;3;713;Persona;31;16500;20100;4;10
8631;16/04/2023 0:00;3;268;Persona;154;17300;20300;4;10
8632;16/04/2023 0:00;4;700;Persona;134;18000;20700;4;3
8633;16/04/2023 0:00;4;113;Persona;72;17800;20400;4;3
8634;16/04/2023 0:00;4;688;Persona;84;18500;22300;4;3
8635;16/04/2023 0:00;4;400;Persona;155;18000;22500;4;3
8636;16/04/2023 0:00;2;992;Persona;148;17000;18100;4;2
8637;16/04/2023 0:00;2;526;Persona;39;17200;19400;4;2
8638;16/04/2023 0:00;2;677;Persona;166;18200;19400;4;2
8639;16/04/2023 0:00;2;81;Persona;94;17500;18400;4;2
8640;16/04/2023 0:00;2;4;Empresa;131;17000;18200;4;7
8641;16/04/2023 0:00;2;238;Empresa;102;17800;22100;4;7
8642;16/04/2023 0:00;2;160;Empresa;135;17800;20100;4;7
8643;16/04/2023 0:00;2;661;Empresa;144;17200;19500;4;7
8644;16/04/2023 0:00;2;150;Persona;82;17700;22200;4;1
8645;16/04/2023 0:00;2;11;Persona;137;17800;22700;4;1
8646;17/04/2023 0:00;2;359;Persona;81;17400;21400;4;1
8647;17/04/2023 0:00;2;612;Persona;122;17000;21800;4;1
8648;17/04/2023 0:00;2;860;Persona;44;17900;20400;2;11
8649;17/04/2023 0:00;2;224;Persona;66;18400;23300;2;11
8650;17/04/2023 0:00;2;743;Persona;79;17700;22600;2;11
8651;17/04/2023 0:00;2;650;Persona;40;17000;19800;2;11
8652;17/04/2023 0:00;1;1106;Persona;85;17600;18400;2;8
8653;17/04/2023 0:00;1;689;Persona;165;16900;19900;2;8
8654;17/04/2023 0:00;1;630;Persona;85;17600;19800;2;8
8655;17/04/2023 0:00;1;1170;Persona;178;17400;20200;2;8
8656;17/04/2023 0:00;3;812;Persona;76;17700;21900;4;5
8657;17/04/2023 0:00;3;900;Persona;61;17600;18700;4;5
8658;17/04/2023 0:00;3;189;Persona;37;17600;18700;4;5
8659;17/04/2023 0:00;3;762;Persona;78;17200;18700;4;5
8660;17/04/2023 0:00;4;165;Persona;177;16600;17700;4;7
8661;17/04/2023 0:00;4;389;Persona;7;17800;22900;4;7
8662;18/04/2023 0:00;4;991;Persona;107;17300;19400;4;7
8663;18/04/2023 0:00;4;502;Persona;115;18400;21000;4;7
8664;18/04/2023 0:00;3;1086;Persona;143;17700;18700;1;4
8665;18/04/2023 0:00;3;886;Persona;19;17000;17900;1;4
8666;18/04/2023 0:00;3;1178;Persona;174;17400;20600;1;4
8667;18/04/2023 0:00;3;879;Persona;68;17300;21300;1;4
8668;18/04/2023 0:00;3;949;Persona;44;17900;22800;4;2
8669;18/04/2023 0:00;3;288;Persona;70;17300;20700;4;2
8670;18/04/2023 0:00;3;271;Persona;124;17500;21400;4;2
8671;18/04/2023 0:00;3;845;Persona;165;16900;19800;4;2
8672;18/04/2023 0:00;4;1006;Empresa;103;18000;22900;3;6
8673;19/04/2023 0:00;4;351;Empresa;115;18400;23800;3;6
8674;19/04/2023 0:00;4;24;Empresa;49;17300;20000;3;6
8675;19/04/2023 0:00;4;749;Empresa;81;17400;21100;3;6
8676;19/04/2023 0:00;1;941;Persona;172;17700;21700;4;5
8677;19/04/2023 0:00;1;1134;Persona;77;17300;18600;4;5
8678;19/04/2023 0:00;1;614;Persona;13;17300;19200;4;5
8679;19/04/2023 0:00;1;461;Persona;111;17500;19800;4;5
8680;19/04/2023 0:00;3;989;Persona;139;17100;21700;4;5
8681;19/04/2023 0:00;3;1146;Persona;69;17800;22500;4;5
8682;19/04/2023 0:00;3;15;Persona;89;17200;22000;4;5
8683;19/04/2023 0:00;3;990;Persona;143;17700;19000;4;5
8684;19/04/2023 0:00;3;356;Persona;42;17600;20700;1;4
8685;19/04/2023 0:00;3;545;Persona;66;18400;23300;1;4
8686;19/04/2023 0:00;3;153;Persona;168;17500;21300;1;4
8687;19/04/2023 0:00;3;174;Persona;23;17100;19400;1;4
8688;19/04/2023 0:00;4;934;Persona;178;17400;18900;1;9
8689;19/04/2023 0:00;4;52;Persona;142;17200;21600;1;9
8690;19/04/2023 0:00;4;196;Persona;55;17800;19500;1;9
8691;19/04/2023 0:00;4;1127;Persona;69;17800;20700;1;9
8692;19/04/2023 0:00;4;1057;Persona;170;17400;18400;4;7
8693;19/04/2023 0:00;4;272;Persona;115;18400;23400;4;7
8694;19/04/2023 0:00;4;401;Persona;111;17500;20000;4;7
8695;19/04/2023 0:00;4;239;Persona;8;18300;21700;4;7
8696;19/04/2023 0:00;2;857;Persona;11;17300;21200;4;1
8697;19/04/2023 0:00;2;696;Persona;98;18000;22700;4;1
8698;19/04/2023 0:00;2;521;Persona;178;17400;20400;4;1
8699;19/04/2023 0:00;2;563;Persona;159;17400;19000;4;1
8700;19/04/2023 0:00;1;499;Persona;54;17800;20400;4;3
8701;19/04/2023 0:00;1;250;Persona;1;16800;20600;4;3
8702;19/04/2023 0:00;1;716;Persona;90;17400;21300;4;3
8703;19/04/2023 0:00;1;880;Persona;165;16900;19200;4;3
8704;19/04/2023 0:00;1;1066;Persona;95;17700;21900;1;4
8705;19/04/2023 0:00;1;1112;Persona;88;17000;18900;1;4
8706;19/04/2023 0:00;1;455;Persona;28;17800;21100;1;4
8707;19/04/2023 0:00;1;38;Persona;123;18200;21300;1;4
8708;20/04/2023 0:00;3;1019;Persona;149;17600;19300;1;9
8709;20/04/2023 0:00;3;241;Persona;100;18100;21000;1;9
8710;20/04/2023 0:00;3;748;Persona;8;18300;19800;1;9
8711;20/04/2023 0:00;3;371;Persona;113;18000;22700;1;9
8712;20/04/2023 0:00;3;59;Persona;37;17600;21400;4;12
8713;20/04/2023 0:00;3;1041;Persona;18;17500;20000;4;12
8714;20/04/2023 0:00;3;785;Persona;178;17400;18500;4;12
8715;20/04/2023 0:00;3;897;Persona;123;18200;20800;4;12
8716;20/04/2023 0:00;3;942;Persona;166;18200;22900;4;1
8717;20/04/2023 0:00;3;707;Persona;170;17400;19700;4;1
8718;20/04/2023 0:00;3;860;Persona;131;17000;19400;4;1
8719;20/04/2023 0:00;3;968;Persona;74;18100;21700;4;1
8720;20/04/2023 0:00;4;882;Persona;168;17500;18400;2;8
8721;20/04/2023 0:00;4;880;Persona;115;18400;21500;2;8
8722;20/04/2023 0:00;4;1125;Persona;114;17800;22400;2;8
8723;20/04/2023 0:00;4;733;Persona;23;17100;20000;2;8
8724;20/04/2023 0:00;2;923;Persona;82;17700;22900;4;3
8725;20/04/2023 0:00;2;297;Persona;1;16800;19100;4;3
8726;20/04/2023 0:00;2;78;Persona;158;17400;20800;4;3
8727;21/04/2023 0:00;2;753;Persona;78;17200;20700;4;3
8728;21/04/2023 0:00;2;651;Persona;41;17600;21200;4;3
8729;21/04/2023 0:00;2;1064;Persona;127;17900;21700;4;3
8730;21/04/2023 0:00;2;1022;Persona;85;17600;18900;4;3
8731;21/04/2023 0:00;1;693;Persona;156;17200;19800;4;3
8732;21/04/2023 0:00;1;974;Persona;160;16800;21000;4;3
8733;21/04/2023 0:00;1;106;Persona;138;17400;21400;4;3
8734;21/04/2023 0:00;1;773;Persona;75;17000;20000;4;3
8735;21/04/2023 0:00;3;1011;Persona;21;18000;22500;4;10
8736;21/04/2023 0:00;3;936;Persona;53;16800;19300;4;10
8737;21/04/2023 0:00;3;446;Persona;64;17200;22200;4;10
8738;21/04/2023 0:00;4;612;Persona;121;17100;20500;1;9
8739;21/04/2023 0:00;4;37;Persona;129;17800;19500;1;9
8740;21/04/2023 0:00;4;796;Persona;110;17200;18500;1;9
8741;21/04/2023 0:00;4;1129;Persona;120;17600;20000;1;9
8742;21/04/2023 0:00;4;119;Persona;100;18100;22900;1;4
8743;21/04/2023 0:00;4;886;Persona;26;17200;18900;1;4
8744;21/04/2023 0:00;4;736;Persona;163;17800;18700;1;4
8745;21/04/2023 0:00;4;1129;Persona;97;17500;18700;1;4
8746;21/04/2023 0:00;4;422;Persona;153;17200;18400;4;10
8747;22/04/2023 0:00;4;104;Persona;8;18300;21900;4;10
8748;22/04/2023 0:00;4;179;Persona;98;18000;19200;4;10
8749;22/04/2023 0:00;4;113;Empresa;173;17500;22300;2;11
8750;22/04/2023 0:00;4;312;Empresa;30;17400;21200;2;11
8751;22/04/2023 0:00;4;155;Empresa;38;18100;21400;2;11
8752;22/04/2023 0:00;4;964;Empresa;37;17600;18600;2;11
8753;22/04/2023 0:00;3;1152;Empresa;70;17300;21900;2;11
8754;22/04/2023 0:00;3;116;Empresa;65;17100;18800;2;11
8755;22/04/2023 0:00;3;1041;Empresa;7;17800;22700;2;11
8756;22/04/2023 0:00;3;329;Empresa;152;16600;20900;2;11
8757;22/04/2023 0:00;2;1097;Empresa;95;17700;20200;4;2
8758;22/04/2023 0:00;2;389;Empresa;166;18200;21800;4;2
8759;23/04/2023 0:00;2;333;Empresa;58;17600;21400;4;2
8760;23/04/2023 0:00;2;1122;Empresa;2;16800;21100;4;2
8761;23/04/2023 0:00;2;1160;Empresa;126;18100;19000;1;4
8762;23/04/2023 0:00;2;449;Empresa;16;17800;19200;1;4
8763;23/04/2023 0:00;2;442;Empresa;26;17200;21700;1;4
8764;23/04/2023 0:00;2;129;Empresa;26;17200;20800;1;4
8765;23/04/2023 0:00;1;795;Persona;42;17600;20500;4;2
8766;23/04/2023 0:00;1;644;Persona;98;18000;19600;4;2
8767;23/04/2023 0:00;1;111;Persona;161;16600;19200;4;2
8768;23/04/2023 0:00;1;607;Persona;17;18100;21600;4;2
8769;23/04/2023 0:00;4;1009;Persona;57;17700;22500;4;1
8770;23/04/2023 0:00;4;191;Persona;2;16800;21300;4;1
8771;23/04/2023 0:00;4;179;Persona;134;18000;23100;4;1
8772;23/04/2023 0:00;4;952;Persona;42;17600;19100;4;1
8773;23/04/2023 0:00;3;257;Empresa;64;17200;19100;1;9
8774;23/04/2023 0:00;3;71;Empresa;88;17000;18100;1;9
8775;23/04/2023 0:00;3;500;Empresa;97;17500;19000;1;9
8776;23/04/2023 0:00;3;326;Empresa;91;18300;23300;1;9
8777;23/04/2023 0:00;2;982;Persona;41;17600;19600;1;9
8778;23/04/2023 0:00;2;1022;Persona;70;17300;21300;1;9
8779;23/04/2023 0:00;2;73;Persona;49;17300;19700;1;9
8780;23/04/2023 0:00;2;1104;Persona;63;17400;22000;1;9
8781;23/04/2023 0:00;2;238;Persona;17;18100;19100;4;3
8782;23/04/2023 0:00;2;822;Persona;166;18200;22800;4;3
8783;23/04/2023 0:00;2;597;Persona;169;18000;21100;4;3
8784;23/04/2023 0:00;2;9;Persona;149;17600;20700;4;3
8785;23/04/2023 0:00;2;646;Persona;3;17000;19300;2;8
8786;23/04/2023 0:00;2;726;Persona;148;17000;18900;2;8
8787;24/04/2023 0:00;2;716;Persona;172;17700;20000;2;8
8788;24/04/2023 0:00;2;226;Persona;69;17800;21900;2;8
8789;24/04/2023 0:00;1;313;Persona;138;17400;19600;4;7
8790;24/04/2023 0:00;1;780;Persona;140;17300;19300;4;7
8791;24/04/2023 0:00;1;894;Persona;173;17500;20100;4;7
8792;24/04/2023 0:00;1;1080;Persona;29;17700;21500;4;7
8793;24/04/2023 0:00;3;427;Persona;130;17900;20300;4;1
8794;24/04/2023 0:00;3;572;Persona;65;17100;21100;4;1
8795;24/04/2023 0:00;3;30;Persona;8;18300;22200;4;1
8796;24/04/2023 0:00;3;753;Persona;44;17900;19900;4;1
8797;24/04/2023 0:00;4;668;Persona;58;17600;22700;2;8
8798;24/04/2023 0:00;4;569;Persona;13;17300;21900;2;8
8799;24/04/2023 0:00;4;1157;Persona;125;17300;18800;2;8
8800;24/04/2023 0:00;4;218;Persona;76;17700;20800;2;8
8801;24/04/2023 0:00;2;729;Persona;104;17400;18900;4;2
8802;24/04/2023 0:00;2;54;Persona;115;18400;19500;4;2
8803;24/04/2023 0:00;2;823;Persona;46;16700;18400;4;2
8804;24/04/2023 0:00;2;110;Persona;8;18300;21400;4;2
8805;24/04/2023 0:00;1;1045;Persona;57;17700;20200;3;6
8806;24/04/2023 0:00;1;374;Persona;23;17100;19300;3;6
8807;25/04/2023 0:00;1;724;Persona;93;16800;17600;3;6
8808;25/04/2023 0:00;1;79;Persona;69;17800;19200;3;6
8809;25/04/2023 0:00;1;56;Persona;171;16800;21500;4;1
8810;25/04/2023 0:00;1;866;Persona;42;17600;20600;4;1
8811;25/04/2023 0:00;1;117;Persona;110;17200;22100;4;1
8812;25/04/2023 0:00;1;640;Persona;120;17600;22400;4;1
8813;25/04/2023 0:00;3;970;Persona;68;17300;19400;3;6
8814;25/04/2023 0:00;3;1009;Persona;163;17800;21100;3;6
8815;25/04/2023 0:00;3;255;Persona;142;17200;18700;3;6
8816;25/04/2023 0:00;3;920;Persona;19;17000;18200;3;6
8817;25/04/2023 0:00;2;1145;Persona;33;17100;21000;2;11
8818;25/04/2023 0:00;2;854;Persona;131;17000;21300;2;11
8819;25/04/2023 0:00;2;1042;Persona;110;17200;19400;2;11
8820;25/04/2023 0:00;2;112;Persona;71;17800;22100;2;11
8821;25/04/2023 0:00;2;994;Persona;134;18000;20300;1;4
8822;25/04/2023 0:00;2;880;Persona;73;17100;21000;1;4
8823;25/04/2023 0:00;2;1008;Persona;147;17300;20300;1;4
8824;25/04/2023 0:00;2;1152;Persona;8;18300;22000;1;4
8825;25/04/2023 0:00;2;186;Persona;160;16800;19800;1;4
8826;26/04/2023 0:00;2;1131;Persona;20;17600;21900;1;4
8827;26/04/2023 0:00;2;242;Persona;99;17500;19500;1;4
8828;26/04/2023 0:00;2;990;Persona;79;17700;22600;4;1
8829;26/04/2023 0:00;2;595;Persona;126;18100;23200;4;1
8830;26/04/2023 0:00;2;363;Persona;129;17800;19000;4;1
8831;26/04/2023 0:00;2;405;Persona;124;17500;21100;4;1
8832;26/04/2023 0:00;1;996;Persona;140;17300;19900;1;4
